"gender","major","disaster_freq","ai_experience","nt_can_thiet_1","nt_can_thiet_2","nt_can_thiet_3","nb_ai_1","nb_ai_2","nb_ai_3","kv_hieu_qua_1","kv_hieu_qua_2","kv_hieu_qua_3","ln_phi_nhan_tinh_1","ln_phi_nhan_tinh_2","ln_phi_nhan_tinh_3","te_liet_xh_1","te_liet_xh_2","te_liet_xh_3","nham_lan_gkhq_1","nham_lan_gkhq_2","nham_lan_gkhq_3","yd_hanh_vi_1","yd_hanh_vi_2","yd_hanh_vi_3","other_opinions"
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",5,5,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",2,3,4,1,2,2,4,4,3,3,3,3,3,3,1,1,3,1,1,3,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",5,1,5,5,5,2,5,2,2,1,1,1,4,1,1,1,1,1,1,1,1,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,4,4,3,4,4,4,4,3,3,3,4,3,2,2,1,2,2,2,3,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,4,4,3,3,3,3,4,2,3,3,4,3,4,2,3,3,3,2,2,3,NA
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"."
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",4,5,4,5,3,3,5,5,4,3,2,2,5,5,1,3,2,4,1,3,3,NA
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",5,4,3,2,3,2,2,4,4,1,2,1,2,2,3,1,3,3,4,4,4,"không có"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",5,5,5,4,1,5,5,5,2,5,5,5,4,5,5,3,5,5,5,5,3,"Không"
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,3,3,3,3,3,2,2,2,3,4,3,3,3,2,3,3,2,2,2,2,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",5,3,4,4,4,3,3,4,4,5,4,3,2,3,2,3,5,3,2,3,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,4,4,3,4,4,5,4,4,3,2,3,3,2,2,3,2,2,2,3,4,NA
"Nữ","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",4,3,4,4,4,4,4,4,4,5,5,4,5,3,3,3,4,4,3,4,4,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",5,4,4,2,4,3,5,5,5,1,2,3,1,5,3,5,3,5,2,3,2,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",5,5,3,4,4,3,5,4,5,5,5,5,5,4,5,5,5,5,3,3,4,NA
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",2,4,3,4,4,4,3,3,3,3,5,3,4,2,1,1,1,4,1,1,1,"không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",5,5,5,5,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",4,2,4,4,4,3,3,4,4,3,4,4,4,3,2,3,4,3,2,2,2,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,4,3,4,3,3,3,3,4,4,4,3,4,3,3,4,4,3,3,3,4,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,4,5,5,4,5,3,5,4,3,2,3,5,5,2,3,5,3,1,2,3,"Tôi cảm thấy AI luôn đưa ra những góc nhìn tích cực với mục đích làm dịu tâm trí của người dùng trước tiên, điều đó sẽ dễ khiến cho con người quên việc xem xét góc nhìn tiêu cực của vấn đề cũng như lỗi sai của bản thân dẫn đến hướng giải quyết cũng không thật sự phù hợp (tùy trường hợp)"
"Nam","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Hằng năm, đều đặn","Chưa từng sử dụng",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",3,4,4,4,5,4,4,4,4,5,4,5,5,4,4,4,4,4,2,4,3,NA
"Nữ","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,5,4,5,5,4,4,4,4,5,4,5,5,3,3,3,5,2,1,1,2,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",5,2,4,5,5,4,2,2,2,5,5,5,5,4,1,4,4,4,2,2,2,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,3,1,5,5,3,3,5,3,3,1,3,1,1,2,4,5,5,1,2,2,"AI có các ý kiến khá nghiêng theo cách sử dụng của người dùng gây ra sự sai lệch không được khách quan ."
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Hằng năm, đều đặn","Chưa từng sử dụng",3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,3,4,4,3,4,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",5,5,5,4,3,4,5,5,5,4,2,2,4,5,5,4,5,5,3,4,5,"Không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Hằng năm, đều đặn","Sử dụng vài lần",3,2,5,5,4,4,4,2,3,2,5,5,5,1,1,1,1,1,1,1,1,"Thật ra mình không cho rằng việc sử dụng AI để thay thế chuyên viên tư vấn sức khỏe là điều phù hợp. Tuy nhiên, đôi khi mình chán thôi thì việc nhận được phản hồi ngay lập tức, dẫn dắt mình đến thông tin mới, điều thú vị lại tối ưu hơn là đi làm phiền người khác. Còn khi đối diện với vấn đề thực sự lớn thì mình tin rằng chúng ta nên xin hỗ trợ và giải quyết trực tiếp sẽ tốt hơn"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,4,3,4,3,4,3,4,5,3,4,5,3,4,5,3,4,5,3,4,5,NA
"Nam","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",4,3,4,4,4,4,5,5,5,4,4,4,4,3,5,4,4,4,3,3,4,NA
"Nam","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",3,3,3,5,5,5,5,3,2,3,5,5,5,3,3,5,5,3,3,5,3,"AI chả làm được gì nhiều trong vấn đề tâm lí cả
"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA
"Nam","Khoa học Tự nhiên, Y dược & Khác (Y, Dược, Sinh học, Hóa học, Sức khỏe...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",5,1,5,5,4,3,2,1,2,4,5,5,4,4,2,3,4,4,4,3,4,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",5,3,2,5,3,3,1,4,1,5,5,5,5,4,1,4,4,5,1,4,4,"không"
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",5,5,5,3,3,3,4,4,4,4,4,4,4,2,2,4,4,4,3,3,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",5,2,4,4,4,3,4,4,4,3,5,4,3,2,1,4,5,5,3,4,2,NA
"Nữ","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Hằng năm, đều đặn","Sử dụng vài lần",4,4,4,4,4,4,4,4,5,5,5,5,4,5,4,4,5,4,1,2,2,"Ko có"
"Nam","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,3,4,3,4,3,4,3,4,2,3,3,3,3,2,3,3,3,2,4,2,"không"
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",5,3,5,4,5,5,3,3,4,2,5,5,5,1,3,2,2,4,1,2,3,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",5,5,4,4,4,3,5,4,5,5,5,5,5,5,4,4,5,3,3,4,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Hằng năm, đều đặn","Chưa từng sử dụng",3,2,4,4,4,4,3,2,3,2,3,3,2,4,2,3,4,4,2,2,2,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Hằng năm, đều đặn","Sử dụng thường xuyên",2,4,4,3,4,3,5,4,4,3,4,3,2,4,2,2,2,3,3,3,4,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",5,4,4,3,4,4,5,4,4,2,2,2,2,2,1,2,1,2,1,2,4,"Dạ không ạ"
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,3,3,5,5,4,3,4,3,4,4,5,3,2,1,2,4,4,1,3,4,NA
"Nữ","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",4,3,4,4,5,3,5,4,3,3,3,4,4,4,4,5,3,3,2,3,1,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,2,3,5,4,3,3,2,2,3,2,2,3,1,1,2,2,2,1,1,2,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"AI quá nhiều thông tin và nhiều khi nó chưa có độ chính xác cao làm người dùng lan man theo"
"Nữ","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",1,1,3,3,3,4,4,2,1,4,4,4,4,1,1,1,1,1,1,2,1,NA
"Nữ","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",3,4,4,4,4,3,5,4,4,4,5,5,3,5,4,2,3,2,1,3,2,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,4,3,4,4,3,2,4,4,2,2,2,4,2,3,3,4,2,1,4,2,NA
"Nam","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",3,3,2,4,4,3,4,3,4,2,3,3,2,3,3,3,4,2,2,3,2,NA
"Nữ","Khoa học Tự nhiên, Y dược & Khác (Y, Dược, Sinh học, Hóa học, Sức khỏe...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",3,2,4,5,4,3,3,3,4,4,4,4,5,1,1,1,1,4,3,2,3,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,2,3,4,4,4,"Mình không có kì vọng nào khác vì bản chất của AI là nó chỉ cung cấp thông tin cho vấn đề chúng ta cần hỏi chứ chưa thật sự để ứng dụng trong chăm sóc sức khỏe tinh thần"
"Nữ","Khoa học Tự nhiên, Y dược & Khác (Y, Dược, Sinh học, Hóa học, Sức khỏe...)","Hằng năm, đều đặn","Sử dụng vài lần",2,3,2,2,2,3,3,4,3,2,2,2,2,4,4,4,4,4,4,4,4,NA
"Nam","Khoa học Tự nhiên, Y dược & Khác (Y, Dược, Sinh học, Hóa học, Sức khỏe...)","Hằng năm, đều đặn","Sử dụng vài lần",5,3,3,4,5,4,3,3,3,2,3,3,3,3,3,3,4,3,3,4,4,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,3,2,1,4,2,4,4,4,2,1,3,4,4,4,3,4,4,2,4,3,"Không"
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",3,3,4,4,4,4,3,3,3,3,3,4,2,2,1,1,3,3,1,1,1,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,4,5,4,5,5,4,5,5,4,3,4,5,4,5,4,3,3,3,4,3,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",2,3,4,3,4,2,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,"KHÔNG Ạ"
"Nam","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,5,5,5,5,5,4,3,4,2,5,5,4,3,2,4,5,4,4,5,5,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,4,5,5,4,4,5,4,4,3,3,3,2,2,1,4,2,2,1,1,2,"kh ạ"
"Nam","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Hằng năm, đều đặn","Sử dụng vài lần",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA
"Nam","Khoa học Tự nhiên, Y dược & Khác (Y, Dược, Sinh học, Hóa học, Sức khỏe...)","Hằng năm, đều đặn","Sử dụng vài lần",5,5,5,4,4,4,5,5,5,3,3,3,3,3,3,4,4,4,2,2,2,"Không"
"Nam","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,3,4,5,5,5,"Không ạ"
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA
"Nữ","Khoa học Tự nhiên, Y dược & Khác (Y, Dược, Sinh học, Hóa học, Sức khỏe...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,3,5,3,4,4,4,3,3,3,3,3,3,3,3,2,4,4,2,3,3,NA
"Nữ","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",3,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,4,4,5,4,4,4,5,5,4,5,4,4,4,5,3,4,3,2,3,1,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,"hong"
"Nam","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",4,5,4,5,4,5,4,5,4,4,5,3,2,5,3,5,2,5,3,5,4,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",4,4,4,4,3,4,2,4,4,3,4,4,3,3,4,4,4,4,4,4,4,"không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,"Không"
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",4,3,4,3,4,5,5,4,4,5,4,5,5,4,3,3,4,5,4,5,5,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Chưa từng sử dụng",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,3,5,4,4,4,5,5,4,3,3,3,4,4,2,3,3,2,2,4,3,NA
"Nữ","Khoa học Tự nhiên, Y dược & Khác (Y, Dược, Sinh học, Hóa học, Sức khỏe...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,4,2,4,4,3,2,2,2,4,5,5,4,4,3,4,3,4,3,4,3,NA
"Nữ","Khoa học Tự nhiên, Y dược & Khác (Y, Dược, Sinh học, Hóa học, Sức khỏe...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",5,4,5,5,5,3,5,5,5,5,5,5,4,3,3,1,5,4,3,3,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,4,3,4,4,3,4,4,4,5,5,5,3,2,1,3,3,4,2,3,2,NA
"Nữ","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,4,3,3,2,3,4,2,4,4,2,4,4,2,3,4,2,2,4,3,3,"Không"
"Nam","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",5,5,5,4,4,5,4,5,5,4,5,5,5,4,4,4,5,5,5,4,4,"Không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",5,4,5,3,4,3,3,5,4,3,3,4,4,3,2,4,4,4,3,3,4,NA
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Không"
"Nam","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,4,3,2,3,1,4,4,4,2,3,3,3,3,3,3,3,3,2,3,2,"Không"
"Nam","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",4,2,4,4,4,3,4,4,3,4,4,4,4,2,2,2,3,2,2,2,3,"Không"
"Nữ","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Hằng năm, đều đặn","Sử dụng vài lần",5,5,5,5,4,2,3,2,1,3,5,5,3,1,1,1,1,1,1,1,1,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,3,3,4,4,3,4,3,3,3,3,3,4,3,3,4,3,4,3,3,3,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,4,3,4,4,4,4,4,3,4,4,4,3,3,1,3,1,1,1,1,1,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",2,5,3,3,4,2,5,3,3,2,4,3,4,2,5,5,4,5,4,3,5,NA
"Nam","Khoa học Tự nhiên, Y dược & Khác (Y, Dược, Sinh học, Hóa học, Sức khỏe...)","Hằng năm, đều đặn","Sử dụng vài lần",1,4,3,3,1,1,5,5,1,2,2,3,1,4,5,1,5,1,5,5,3,NA
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",5,4,4,4,4,4,5,5,4,3,4,3,3,2,3,3,5,3,2,3,2,NA
"Nữ","Khoa học Tự nhiên, Y dược & Khác (Y, Dược, Sinh học, Hóa học, Sức khỏe...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,2,4,5,4,3,4,4,2,3,4,3,4,2,1,3,4,3,2,1,1,"AI chưa thể hiện sự tin cậy khi đánh giá các bài kiểm tra tâm thần"
